Gene,Corrected P-value,Log2 Fold Change
DACT3,1.6318e-09,-1.4537
TREH,1.2810e-12,-4.3489
FBXL3,7.1470e-14,-0.8610
IFITM2,3.3437e-14,-1.8255
RAMP2,9.7451e-16,-3.3039
CYP4V2,1.4346e-15,-1.9933
SMAD7,1.4073e-15,-1.7491
CCDC178,6.1208e-10,-7.4614
DAB2IP,5.2800e-09,-0.9220
CHSY3,3.1860e-04,-0.7740
FXR1,1.0889e-15,1.2768
ERO1L,2.0354e-14,1.7999
G6PD,1.1975e-05,0.8390
MFSD2A,1.6390e-15,-2.8588
ACN9,2.9572e-09,1.0330
PLOD1,2.0086e-09,0.9250
TRIM16L,1.0356e-08,1.7385
C7orf41,1.0139e-13,-1.6182
UBASH3A,2.0346e-05,-1.3276
ATP7B,1.7018e-05,-0.7527
RASL10B,2.1926e-05,1.3554
KDM6B,1.8635e-07,-1.1315
GATA5,1.5466e-12,-4.2288
CD300LG,1.0040e-15,-11.9662
LAMB2,1.5941e-15,-1.7316
CLU,5.4976e-11,-1.8118
TMCC3,6.0679e-05,-0.6734
CBX2,3.8653e-14,2.3698
APOBEC3A,1.6948e-03,-0.9549
NFE2L3,7.1322e-09,1.0331
DFNA5,1.4751e-06,0.8956
RNASEH1,1.4806e-14,0.8943
CBX7,1.8927e-15,-1.9805
CDX1,1.2958e-07,2.3891
TSGA10,3.4545e-03,-0.6015
FAM209A,6.9767e-05,-1.9296
RACGAP1,1.3262e-15,2.2356
FOXO1,1.0744e-05,-0.6586
STARD5,9.6595e-07,1.0138
PGM2,3.0687e-13,1.1025
ZFP92,5.2918e-06,-1.1619
CPT1B,7.0263e-08,1.1318
CKMT2,5.2360e-14,-2.5289
RCVRN,9.1891e-07,-6.6562
NOL4,3.1565e-02,-6.8709
C1orf123,2.1090e-13,-0.7254
PROK1,4.6809e-03,-5.8419
FGB,1.9187e-03,-6.1947
FEN1,1.3947e-15,2.1674
UBE2E2,9.5296e-11,-0.7832
USHBP1,9.7451e-16,-3.6727
SEMA6D,4.6545e-02,-0.8241
RASL12,1.4073e-15,-2.6606
MRPL9,3.7359e-15,0.7567
KDM5D,2.8137e-02,-0.9309
PLA2G16,2.0304e-11,-2.3277
GATSL2,1.4893e-04,1.3589
FAM180A,1.5684e-10,-2.2305
MAGED1,4.1648e-06,0.5988
ECHDC2,3.1226e-07,-0.9114
TOP2A,1.3262e-15,4.5429
SLC25A24,1.3832e-09,-0.7589
CDHR4,5.0727e-09,-7.1761
AHSP,3.3658e-05,-8.6382
RP11-248J23.6,4.9374e-07,-10.4824
VIL1,1.7174e-06,1.0780
SLC6A13,2.6495e-15,-4.4362
CHN2,4.4043e-09,-1.4061
FIBIN,2.0283e-10,-2.1833
AC008948.1,5.1157e-14,-3.5840
C5orf22,2.8068e-12,0.8705
DNM1L,1.4707e-10,0.7023
CPOX,1.5528e-14,1.1840
PMP22,1.7577e-15,-1.8963
CHADL,3.6634e-06,-1.0902
PAK6,3.7859e-13,1.5136
ZNF486,2.4660e-05,-1.1602
IGFBP7,7.3996e-10,-1.3050
PARP1,4.2457e-14,1.0780
DIO3,4.3655e-06,-2.4746
MFAP3L,2.5763e-07,-1.1356
ARHGEF6,9.7451e-16,-2.3798
PAQR8,4.0594e-14,-1.5485
C6orf211,1.0543e-09,-0.6298
TMEM64,3.9685e-06,-0.7769
NECAP2,9.2329e-14,-0.7660
CCDC163P,1.4604e-03,0.5937
HNF4A,1.3621e-03,-3.0475
ACADS,2.1864e-12,-0.9196
ZZEF1,5.6213e-11,-0.7755
KIAA1324,4.4454e-03,-1.0787
SORCS2,5.3986e-08,-1.9326
TMEM255A,2.7381e-05,-1.4215
MAGIX,4.0086e-07,-1.0404
FKBP4,9.7451e-16,1.7854
EFTUD2,2.3781e-15,0.8331
CD80,3.1094e-10,-1.6494
GAS2,7.0926e-10,-2.5310
MYL6,2.9002e-14,-0.9306
ZNF438,4.6634e-15,-1.1451
FABP3,1.7036e-11,-2.1449
ADCY10,3.4657e-05,2.7200
HLA-E,9.7451e-16,-1.9792
MEI1,1.8970e-03,-0.7738
TLN1,3.9215e-10,-0.9647
CCDC42,1.7844e-10,-7.4414
PPIH,4.2207e-11,0.7976
SAT2,4.7852e-12,-0.9579
PLK4,9.7451e-16,2.4770
CSNK1G1,4.0613e-12,0.6194
AC011897.1,2.0869e-08,1.5736
FAM13B,2.4035e-14,-1.1695
ITGA10,5.6028e-15,-2.6212
MSH2,2.1864e-12,1.1967
CHAF1A,4.0636e-15,1.8047
IL7R,4.3723e-13,-2.5429
RAC2,5.2003e-07,-1.0391
TGFA,1.3611e-11,1.5066
OR1L8,1.9038e-11,-11.1936
MNX1,1.7779e-05,3.7348
AQP5,4.1481e-09,-4.0151
SCN5A,7.3551e-07,2.6609
FLJ20306,7.3057e-03,1.0768
NCKAP5,1.9564e-15,-3.1452
FAM90A1,1.1720e-03,1.0216
BCL2L12,9.7451e-16,1.4255
ZDHHC15,1.1100e-10,-2.2277
VNN2,1.0627e-13,-2.3995
KANK3,9.7451e-16,-4.0004
TRMT5,7.3726e-12,0.8182
CHAC1,5.2003e-07,1.1185
KRR1,2.2452e-15,0.9390
YEATS2,2.8738e-15,1.3143
PREX2,1.4073e-15,-3.4707
LOXL1,5.8733e-07,1.1498
CEACAM6,5.1417e-13,-3.5173
ITPR2,2.0759e-07,-0.7740
OAS2,7.2359e-03,-0.6790
CALHM2,3.9762e-12,-1.2229
CCDC153,5.8801e-12,-1.9966
ANKRD37,3.9384e-07,-0.9435
ISL2,1.4729e-07,1.7565
RYK,2.5763e-07,0.5896
NUTM2D,6.7109e-11,-1.1991
ZWINT,1.1253e-15,2.9975
KRT13,2.4869e-07,3.9736
HAPLN3,4.5818e-06,1.0216
C16orf54,1.7416e-14,-2.6550
EME1,9.7451e-16,2.9572
ZNF135,1.0047e-02,-0.6499
CXCR1,5.9011e-13,-3.5294
NOTCH4,1.4647e-15,-2.3931
DNM3,7.4852e-13,-2.0119
CNOT8,3.9622e-14,-0.8383
KIR3DX1,7.8736e-09,-9.8109
MYOM2,2.6191e-10,-1.6392
ERVFRD-1,6.3379e-14,-6.0852
FRY,9.7451e-16,-3.2558
CYP3A7,1.0627e-13,-4.0958
ITIH4,1.0150e-08,-1.3393
FPGT-TNNI3K,5.4968e-05,-1.7089
AIMP2,1.2159e-11,0.8357
HIST1H3G,1.6971e-12,14.4511
RIPK3,4.0594e-14,-1.3436
EXOC3L4,1.7268e-05,-1.2412
RBMS2,9.7451e-16,-1.7339
ESCO1,2.7345e-10,0.6012
PPP1R42,3.8330e-09,-10.7797
MTMR8,5.2962e-03,-0.6067
ICA1,4.9657e-06,-1.1891
ARHGEF16,1.9849e-11,1.1806
GPR84,1.1573e-02,0.6447
KLHL4,1.5906e-08,-2.5383
C2,1.1253e-15,-2.5784
ACSL6,7.1726e-05,-0.9394
ANO7,3.2203e-05,0.8973
KCNK9,2.3636e-09,5.3233
NDRG1,8.4318e-07,1.2801
SIGLEC5,1.3185e-10,-3.0104
NLRP1,4.8228e-08,-0.9188
POLB,3.1692e-11,0.8823
COL4A6,1.0701e-06,1.7566
PLA2G4D,9.6306e-06,0.7977
IFNE,3.7216e-06,5.5299
SLIT1,1.1994e-03,-4.6833
RASSF4,5.0448e-06,-0.7898
BTN3A2,2.9616e-11,-1.3118
HDAC2,1.0889e-15,1.0849
ZNF683,1.2745e-05,-1.6960
FAM114A2,2.3643e-13,-0.7899
CD99L2,1.7987e-15,-1.1238
LIPH,3.1565e-12,-2.4501
FOXK1,9.8895e-10,0.8182
GVQW1,2.8091e-07,-0.7461
ENPP7,2.5312e-07,-8.3480
ZMAT1,5.2331e-12,-2.1871
DUOXA1,6.7500e-12,-1.8697
GRHL1,1.9083e-14,2.3732
LPHN2,1.0383e-13,-1.8138
OXCT1,2.1361e-09,0.9658
SYDE1,9.1168e-11,-1.1327
NCBP2,1.0570e-15,1.1370
ARHGEF4,1.7779e-05,0.7769
TMEM9B,3.2046e-13,-0.7319
HAT1,2.9616e-11,0.6558
IER5L,3.6833e-09,1.2034
PRSS12,4.6183e-02,-0.7465
KDM5B,8.2143e-14,1.1738
PPP1R26,4.2224e-07,-0.7975
ANPEP,1.1153e-12,-1.8929
CRK,3.1310e-13,-0.6091
RP11-176H8.1,4.6971e-05,-0.6381
PRUNE2,6.8254e-14,-2.0694
HORMAD1,8.6127e-03,1.1080
C2orf91,4.0594e-14,-8.4055
CGREF1,5.1412e-11,2.9814
CFI,5.6028e-15,-2.0635
FLVCR2,1.2910e-15,-2.4907
ATP6V0A1,5.3540e-14,-0.8820
PRKAR1A,6.7683e-15,-0.9033
NAA40,4.7058e-11,0.8235
THTPA,3.2411e-10,-0.5875
PLCH1,4.3499e-14,-2.1378
FAM72C,3.4411e-13,3.4990
VSTM2L,5.5030e-08,-2.1326
CRBN,1.5376e-15,-1.1609
FRYL,1.3606e-08,-0.6576
RNF7,7.8245e-11,0.7665
SPATA9,1.5230e-02,-1.0397
LOXHD1,1.8598e-15,-4.5392
ZC2HC1C,2.1090e-13,-1.6264
LGR6,7.6285e-04,-1.0702
STAT5A,3.3002e-12,-1.2397
TP53TG3,4.5644e-05,7.4801
KMO,1.3519e-14,-2.6764
SF3B14,1.8594e-14,0.8171
AP000295.9,3.8379e-05,-5.7338
LRP12,1.9688e-09,1.1207
PPP1R32,3.3002e-12,-2.4088
GIPR,5.2644e-05,-1.1337
SWI5,2.5085e-10,0.5987
PQLC3,1.2377e-10,-0.7414
C12orf56,8.7045e-15,11.2669
PPP2R2C,7.0887e-15,5.5703
GCFC2,4.6412e-10,0.6048
C19orf77,3.9514e-05,2.9585
KRT19,3.7708e-08,1.4613
DACH2,9.1222e-03,-6.4847
PP13439,1.0765e-09,4.6582
MAP3K3,9.7451e-16,-1.5238
SLC5A6,1.1572e-15,1.5569
HILPDA,8.6182e-08,1.3363
SLC12A8,1.2377e-10,1.3843
ZMIZ1,2.5312e-07,-0.7119
CD200R1,3.4155e-07,-1.3531
COL6A6,2.1826e-14,-4.1914
ARHGEF2,1.1662e-12,-1.1781
H1FX,1.4201e-07,0.6456
SAAL1,5.2583e-13,0.9284
CAB39L,7.2981e-14,-1.9180
TMEM243,9.9797e-16,-2.0031
ZNF442,1.1253e-15,-1.6269
HK3,2.4569e-14,-2.6508
C10orf95,4.1525e-14,-2.8518
SCRIB,1.1417e-13,1.0559
ZNF536,8.1874e-09,-10.5765
ABI3,1.1937e-12,-1.6534
USP46,8.7279e-07,0.7321
DRAM1,9.7451e-16,-2.7106
AGTR2,2.0115e-13,-15.5094
NRG3,1.4574e-11,-5.2479
TFB2M,1.3120e-12,1.0362
FAM173B,3.8330e-09,0.7159
VSIG10,1.2592e-08,-1.0476
TMEM106A,2.3636e-09,-1.0590
FAM134B,1.2810e-12,-2.0397
PRKCE,9.9797e-16,-2.4403
RHOXF1,3.3680e-02,-0.6648
CRKL,1.9852e-10,0.7599
KREMEN1,9.0302e-12,1.5154
RCC1,1.0426e-15,1.4959
INMT,9.7451e-16,-5.7832
FGFR3,1.7335e-03,0.6737
FAM174B,4.0636e-15,-2.0724
TNXB,9.7451e-16,-5.0786
TEKT2,1.7014e-09,-3.6044
DPY30,1.9050e-10,0.6886
GLYCTK,2.5319e-11,-0.9834
KRT2,4.3776e-02,4.2104
ARHGAP44,9.7451e-16,-3.4190
RILPL2,1.4383e-15,-1.5567
ZDHHC2,6.1522e-05,-0.8640
PDGFRA,1.7723e-03,-0.6214
TMEM245,6.4533e-09,-0.7219
MME,5.2918e-06,-1.7376
STK32C,1.8590e-05,-0.5959
APOD,6.3003e-07,-1.7699
DNAJC1,1.3120e-12,-0.7375
CCL14,2.8738e-15,-4.4825
MARC2,9.7451e-16,-2.0952
RPL35A,9.9532e-09,0.7814
ALS2CL,7.0166e-11,-1.6676
SYNDIG1,1.1253e-05,1.7234
ZDHHC7,8.1647e-11,-0.7294
B4GALT6,6.3303e-05,0.8143
SH3GL1,3.1310e-13,0.7826
BX255923.1,5.3502e-04,-5.0619
FHAD1,1.8975e-07,-1.6667
GYPC,3.1963e-15,-2.5940
HCN2,1.7470e-06,1.3689
EFHD1,5.7734e-07,-1.4914
DHX37,6.5715e-11,0.6723
APLN,2.9616e-11,-2.5188
ST20-MTHFS,8.4469e-03,3.6999
APOA1,3.6823e-14,-4.0772
GPR141,1.5551e-05,-1.7320
PCDH12,9.7451e-16,-2.7651
GINS1,9.9797e-16,3.9090
HOXB5,2.7783e-08,-1.1591
ITGB8,2.6239e-12,2.0233
RFXAP,2.7777e-06,-0.6312
GABARAPL1,1.6036e-10,-0.9770
KRT5,6.8178e-13,6.5233
ANKRD53,2.0970e-05,-1.0218
RP11-126K1.2,6.7141e-09,1.1263
LPPR4,9.6882e-10,-1.7706
LONRF2,6.2944e-06,-4.0117
BHLHE41,3.4152e-05,-1.1713
MEIOB,2.2056e-02,2.2177
GTPBP10,1.1335e-11,0.7557
ZNF8,8.0987e-04,1.2678
PRRT2,7.0736e-05,-1.0293
ASPHD1,6.1936e-04,0.9294
SLC43A1,2.8326e-11,-1.1726
METTL5,2.2340e-12,0.7349
SPAG6,2.0086e-09,-5.8200
ST8SIA1,2.9422e-03,-0.7978
CEBPG,4.6437e-08,0.6214
DHDH,4.9657e-06,-0.9821
THEG,2.8241e-06,7.9343
VANGL1,5.1178e-12,1.1009
GRIK3,5.0826e-03,-3.0901
ELMSAN1,9.6882e-10,-0.7392
ESYT3,9.7451e-16,-3.3167
RNF125,4.0636e-15,-1.8701
PLCG2,6.0104e-11,-1.0108
FSIP2,3.3538e-04,1.0732
EIF4E3,9.7451e-16,-1.8615
SNAPC1,4.5261e-07,0.6630
GSE1,2.4040e-10,-0.9593
PLEKHH2,1.4647e-15,-2.8263
RASEF,2.9407e-08,-1.4641
LAPTM4B,3.3876e-11,1.0658
FREM1,1.7898e-13,-2.3420
RAB10,2.7590e-15,1.1169
MEIG1,4.3833e-04,-2.4581
MMP14,8.4311e-12,1.3971
DYDC2,4.3708e-07,-5.1414
AC090186.1,5.0064e-12,-0.9743
IFLTD1,4.2271e-08,-11.4170
TIGD4,1.9186e-04,-1.5934
C12orf45,1.1220e-09,0.6991
CMTM8,1.2542e-13,-1.3299
TMEM183A,5.5094e-13,0.6696
MCOLN1,2.9237e-13,-1.1529
ZSCAN4,1.5290e-04,-5.5275
SLC46A3,2.4569e-14,-1.6361
ANO3,5.2800e-09,-3.9542
GRIA2,1.4827e-02,3.8594
ME3,9.4519e-12,-1.4925
HOXA5,2.3923e-12,-2.0712
MS4A7,2.4800e-15,-3.2393
GAN,6.1564e-12,1.1385
TFEB,1.3771e-10,-1.0211
VEPH1,9.7451e-16,-4.6750
IFT88,4.0613e-12,-1.0620
P4HA1,1.1653e-08,0.8011
DIXDC1,3.6017e-14,-1.5765
IRF1,2.0714e-10,-1.4992
RPS6KA1,9.7757e-16,-1.1539
NACAD,4.0086e-07,-1.0181
ADAM33,8.8127e-14,-2.2316
RGS17,7.3996e-10,1.5984
MCAM,3.2993e-08,-1.1225
CMAS,1.3947e-15,1.0246
STAMBP,1.9064e-12,0.6165
TFPI2,1.4435e-03,-1.1630
PEA15,1.6389e-10,-0.6938
SLAIN1,2.7590e-15,-2.5354
PTPN1,3.5361e-11,-0.8450
SRRM5,2.4308e-08,1.0710
ZNF439,1.5021e-09,-1.0858
TFPI,2.4569e-14,-2.5780
CHTF18,1.2002e-15,1.9591
PAXIP1-AS2,1.1127e-15,-1.5122
CXCL3,2.8964e-11,-3.0468
CREG2,4.1751e-10,2.8956
RAB44,2.0830e-14,-2.7994
NPAS3,1.8706e-02,-1.0155
CHDH,1.4718e-09,-1.9091
PGPEP1,1.6971e-12,-1.1445
PCNXL2,2.6264e-08,0.7944
RAD54B,2.7062e-15,2.2450
BMP6,9.7372e-11,-1.9746
DCDC2B,4.7372e-10,-5.6108
TARS2,2.7119e-11,0.6847
ANGPTL1,9.7451e-16,-4.0952
TRIM67,7.3777e-05,8.6031
ABCC3,1.0240e-02,-0.6723
CD74,4.8818e-15,-2.3053
CCDC57,2.1674e-06,-0.5980
ZPLD1,7.2938e-08,8.0676
RASD2,2.9085e-02,0.6475
CAV1,4.2460e-15,-3.5238
ZNF330,5.3779e-11,-0.7170
IQGAP3,1.1127e-15,3.7288
TRIM59,6.0535e-15,2.0637
C1QTNF4,3.2267e-04,-1.8451
FBXL2,3.3002e-12,-1.1022
HPS5,3.6823e-14,-1.0137
MYOZ1,2.5892e-15,-4.2674
WDHD1,1.0040e-15,2.4774
NR5A1,5.1557e-04,6.3415
DHRS13,2.4189e-13,1.3284
PDK2,2.0869e-08,-0.6562
SLC15A1,8.7045e-15,3.7015
SLC25A39,1.0570e-15,1.1310
GPR160,4.7298e-06,-0.8495
HMGXB4,7.1400e-13,0.7714
SERTAD4,4.4394e-04,0.6399
SH2D1A,2.9669e-06,-1.3774
AC006946.15,4.4789e-02,-5.2809
BATF,6.8802e-05,-0.9569
SOX5,2.0512e-09,-1.6369
RP11-500M8.7,3.9218e-03,-1.5101
DENND1A,4.7372e-10,0.6514
IRX2,2.2684e-11,-2.1429
LSMEM2,3.0192e-09,-7.8864
MELK,9.8352e-16,4.5034
UBALD2,1.2451e-09,0.6227
GOLGA8M,5.6153e-10,-5.0453
HS3ST2,1.5281e-07,-2.0240
IFITM3,1.9696e-08,-0.8254
GGT6,3.1732e-05,-1.2883
UBE2K,3.6823e-14,0.8407
CCDC17,9.8895e-10,-2.9736
SALL2,4.2735e-04,-0.6700
SMIM6,6.6525e-14,-6.9945
ATXN7L3,4.3499e-14,0.6293
MARCH10,8.5792e-07,-2.3843
SAMD11,4.9657e-06,-1.6028
CDC42BPA,2.5085e-10,-0.7702
KIAA1462,9.8352e-16,-2.9516
C17orf104,1.6562e-03,0.8827
PDE1A,4.0672e-09,-1.3411
TTI1,6.0104e-11,0.7264
PLA2G10,1.2542e-13,-2.9110
MBIP,9.7451e-16,-2.0405
ARHGAP29,7.2390e-15,-2.7155
FAM171A2,9.7372e-11,1.7023
KCNK17,4.7759e-14,-2.9755
OPA1,3.8959e-15,1.6619
TLR2,3.2046e-13,-1.5797
LINGO3,2.6015e-06,-1.8671
TMEM177,1.7789e-14,1.5132
AKR7A3,3.0154e-07,1.1051
NKG7,2.1697e-11,-2.2847
ZNF771,2.5144e-09,0.7911
PCDHB5,3.4208e-02,-0.8834
FTCD,5.9765e-07,2.3628
OPN3,1.9316e-07,-0.7643
SIGLEC14,1.7100e-10,-2.1945
TPSG1,6.7109e-11,-8.9486
SERPINA9,2.1290e-05,-5.9161
C6ORF165,7.5700e-08,-4.3442
NSUN7,3.0060e-03,-0.8025
S100A13,9.9532e-09,-0.6112
ANKRD6,1.6512e-05,-0.6339
RNF148,2.4189e-13,-5.1330
TEKT3,1.7898e-13,-4.2646
RECK,8.7045e-15,-1.8252
CHN1,4.1474e-07,-0.8753
C20orf202,9.7757e-16,-3.2309
HPX,1.1994e-03,-1.3199
THEMIS,2.2588e-05,-1.2988
ADAMTS17,1.1465e-02,0.6542
UBE2F-SCLY,2.1692e-02,2.6934
HMCN2,1.1600e-11,-2.7157
DHCR24,2.2604e-13,-1.4959
ZNF132,1.9688e-09,-1.0187
MSX1,2.3991e-04,-0.8342
CLEC4C,2.6975e-05,-3.9601
ZNF850,5.0907e-04,0.7017
DUS1L,2.4741e-11,0.6537
CDK5R2,5.2583e-13,13.6453
TLR10,3.4759e-02,-0.6891
ANKRD61,1.3160e-03,0.6484
FAM161A,3.5476e-06,0.8843
HIF3A,6.7500e-12,-3.6448
NMUR1,2.0938e-15,-4.8573
KCTD10,2.3643e-13,-0.7487
NAA25,7.2981e-14,0.8192
ZCCHC5,5.0473e-05,-4.7999
CHRM2,3.2046e-13,-13.0396
ADSS,2.0397e-12,0.6490
ZBP1,3.5033e-02,-0.6837
ZDHHC14,5.0370e-13,-1.1760
COQ3,2.5927e-13,1.3918
SDC4,2.7688e-11,-1.4841
PRR14L,6.6612e-10,0.6677
CIDEC,3.3958e-04,-7.0075
OSCP1,7.2981e-14,-1.6019
C11orf89,2.4219e-02,-1.2245
DNAJB4,6.7141e-09,-0.9770
WIPF1,9.7633e-09,-1.0863
MBNL1,1.2259e-13,-0.6862
EHHADH,9.5672e-09,0.9340
DLGAP1,3.8402e-03,-1.5834
IER5,1.6512e-05,-0.7488
CCND1,4.1277e-05,-0.8413
SKI,6.4437e-12,-0.9236
TTYH2,2.9490e-04,-0.7104
GPR31,3.7596e-03,-6.0134
GALNT12,2.4741e-11,-1.2805
ZNF286B,1.6131e-07,0.9940
ZNF578,1.4294e-04,-0.7906
STK38L,1.2451e-09,0.9143
TSSK3,1.3406e-02,-0.5922
ISG20L2,1.0139e-13,0.7462
KCNIP1,3.1124e-14,-5.6983
KIAA0408,9.7451e-16,-4.9061
EGR2,9.2995e-10,-1.7936
ULK1,2.0086e-09,0.6622
SPOCD1,4.6532e-06,-1.1438
VSNL1,1.7358e-12,2.8458
STARD8,9.7451e-16,-3.0811
FRMD4B,4.0636e-15,-1.3209
IL34,2.3835e-08,-1.2815
CGGBP1,1.3611e-11,-0.6106
DNAH10OS,1.0564e-08,-1.3362
MGAT3,1.0343e-11,-3.0471
PRPH,2.5668e-02,-0.6728
LCP1,1.3123e-13,-1.8149
POLR3G,4.0603e-13,1.3263
METAP1,3.1871e-14,1.0172
TRMT2A,2.9407e-08,0.6810
VDAC2,1.9852e-10,0.6773
EZH2,9.7451e-16,2.8439
ATG16L2,1.0993e-08,-1.1173
HVCN1,9.3220e-11,-1.5274
FZD9,4.2957e-07,1.6538
DUS4L,7.6519e-13,1.0545
NMU,2.3643e-13,6.0592
MYL4,1.5106e-12,-2.9993
ALDH1B1,6.5827e-04,0.5979
CKS2,5.7682e-13,1.6808
C16orf96,1.9447e-10,-4.7868
ERVV-1,1.3406e-02,2.3245
GABRA3,1.4143e-14,15.0315
STON2,2.7345e-10,1.5449
CTB-133G6.1,2.7720e-14,-6.3095
NTRK1,5.4650e-06,-1.0592
CCDC141,1.0011e-14,-6.5878
LBH,1.4902e-11,-1.3804
FYB,5.6241e-04,-0.9392
NMBR,1.0701e-06,-9.8978
LIN7A,3.2396e-11,-2.3193
DRAXIN,9.0410e-03,0.8836
WISP2,1.5376e-15,-3.7674
FAM107B,1.4452e-14,-1.7919
S100A16,6.7141e-09,1.2540
REPS1,1.1335e-11,0.6582
TMPRSS4,7.2981e-14,4.8416
PYROXD2,4.1324e-11,-1.4315
DMRTC1B,2.3531e-10,-3.6069
DNAH8,1.3684e-07,-10.5632
NKX2-8,2.4834e-02,-2.1873
MTHFD2,1.2259e-13,1.6449
PYGM,1.2239e-15,-2.4158
FES,5.2254e-15,-1.5744
CDH3,2.1826e-14,3.2921
SGK2,2.2677e-03,-1.6696
PTGER1,1.2486e-07,-2.8322
SLC18A1,3.2267e-04,-10.1377
GAB1,1.4405e-10,-1.1493
FZD10,3.8805e-03,1.5315
KIR3DL1,3.8653e-14,-11.3390
RAB26,7.2758e-09,1.6957
ST3GAL2,6.6612e-10,-1.0068
UBE2T,9.7451e-16,3.4520
C16orf71,9.3381e-06,-1.7800
KLHL34,2.4013e-02,-6.4883
SLAMF1,2.2250e-05,-1.2331
NEURL,2.2835e-02,0.9080
LRRC46,1.1171e-07,-2.6097
PDRG1,6.8254e-14,0.7883
AQP7,9.7451e-16,-6.8994
SLC4A3,1.3018e-11,1.8336
EHMT2,5.8288e-08,0.6150
C18orf32,1.9038e-11,-0.6889
PTPRF,2.8554e-13,1.1099
AC114546.1,5.3830e-10,0.7465
FAM198A,9.1131e-08,-1.4700
B3GALT5,8.7071e-04,0.6575
KLHL42,4.5261e-07,0.6276
DUSP13,8.5274e-11,8.6947
DPPA4,4.2735e-04,-4.4982
MDFIC,4.1476e-08,-0.8340
SYCE2,6.1005e-06,1.6574
PHLDB1,1.9447e-10,-0.9453
IL36RN,8.6019e-14,13.2359
CSGALNACT2,4.5849e-09,-0.7353
KIF21A,5.4968e-05,0.7396
AL118506.1,1.1994e-03,-2.1547
SLC2A1,9.7451e-16,5.0524
MUC12,3.3182e-05,-1.3391
ZNF80,9.7645e-03,-2.7016
ZBTB12,1.9316e-07,1.0695
AC027307.3,1.0993e-08,-1.3538
SLC1A2,2.7345e-10,-1.6258
C5orf46,1.5946e-11,7.8163
ZBTB18,5.1730e-09,-0.8679
PPP2R5B,2.2057e-10,-0.7890
TXN,4.1481e-09,1.0219
CNTN5,5.2824e-04,0.9619
TIMP4,3.8153e-04,-1.3022
RBM5,1.9447e-10,-0.7818
GNLY,1.1600e-10,-2.0649
WDR72,3.3781e-12,4.0786
HTR3A,3.4348e-06,4.5234
RAPGEF3,1.4647e-15,-2.3156
TMEM27,1.9460e-05,-1.1313
CLNK,1.0170e-04,-0.9105
AC005003.1,7.5703e-09,1.1244
C1orf228,6.1981e-14,-2.3326
SRPX2,3.9905e-08,1.1972
EMP1,3.2689e-04,-0.8749
LACC1,9.1891e-07,-0.6078
RBBP7,1.7890e-08,0.5857
RBKS,1.1346e-10,-1.1733
ACPL2,9.8847e-12,1.1155
BATF3,4.1751e-10,-1.4082
DIRC3,1.9747e-05,1.1330
TLR7,3.2300e-12,-2.2589
CAPN14,1.3771e-10,1.8300
ALOX5,3.2660e-15,-3.0790
LYSMD3,1.1051e-15,-1.3494
TEX12,2.6259e-04,-6.1200
CYP17A1,5.3540e-14,-6.1151
SUB1,3.8697e-11,0.8454
ZNF507,2.8602e-07,0.6081
THRB,5.6089e-09,-1.0951
AL139147.1,5.7497e-03,4.0474
RNF2,1.4789e-13,0.8398
TMEM132A,1.3262e-15,2.7547
RARG,1.2728e-11,1.2155
FKBP10,5.9358e-08,1.3260
RAET1G,3.3474e-03,0.8674
SPATA13,9.8000e-15,-1.8352
VCAN,2.3692e-03,0.7464
LAGE3,6.8597e-11,0.9336
TRPS1,6.7715e-08,0.9578
TMEM158,7.3144e-13,2.8610
KERA,3.2411e-03,-4.4499
PDIA2,4.8340e-05,3.1055
CDKN2A,2.1334e-06,2.9201
CASQ2,1.6247e-14,-4.4836
CPEB3,5.6028e-15,-1.4063
KIF5A,3.3549e-07,1.7533
RMDN2,2.9832e-15,-1.9196
C1orf168,8.6019e-14,-5.9525
HRCT1,1.4806e-14,-3.9377
NKTR,2.7777e-06,-0.7829
RASA4B,1.6656e-09,-1.4580
OSCAR,2.3781e-15,-3.1766
PEBP4,9.7451e-16,-6.8278
FZD5,2.0605e-13,-1.8343
STAT4,1.8251e-08,-1.3067
TULP1,5.6389e-06,2.0581
SEC61G,1.4405e-10,0.8541
MDGA1,9.1222e-03,-0.5946
DCAF13,4.1525e-14,1.3467
SNRPD3,5.2360e-14,0.7765
PHF17,2.5186e-14,-1.5319
SNAP23,6.1981e-14,-0.7673
SEC31B,1.5093e-04,-0.9423
EXD1,2.3947e-03,-1.8396
GBP1,9.1891e-07,-1.0469
RALGPS1,2.0759e-07,-0.8630
AP000974.1,2.4296e-04,1.2143
FOXD1,1.0374e-12,10.8706
TMEM100,9.7451e-16,-6.6484
RP11-190A12.7,3.5033e-02,-2.7363
AF131215.5,3.1860e-04,-4.7305
VSTM5,7.8779e-07,1.5676
NEK7,5.6028e-15,-1.2961
AREG,4.1474e-07,-1.9671
DUSP27,9.4683e-13,-14.5814
TPD52L1,1.9038e-11,1.6292
SH2D2A,8.6214e-05,0.7243
MARCKS,1.6746e-10,0.8452
IARS2,1.4085e-13,0.6798
SESN3,1.3446e-07,1.1078
VSTM1,4.6437e-08,-5.6222
EDIL3,3.2671e-09,-1.3553
CEND1,1.1858e-03,1.6119
AL354808.2,3.9788e-02,-3.6301
CDKN1C,8.1647e-11,-1.4897
MMP8,3.8638e-04,1.8639
LGI2,1.0915e-03,0.9237
