Gene,Corrected P-value,Log2 Fold Change
MTMR8,5.7825e-03,-0.6067
ICA1,8.8633e-04,-1.1891
ARHGEF16,9.2357e-12,1.1806
GPR84,1.0075e-02,0.6447
KLHL4,3.5307e-05,-2.5383
C2,4.2014e-14,-2.5784
ACSL6,9.5257e-03,-0.9394
ANO7,3.5307e-05,0.8973
KCNK9,4.7908e-08,5.3233
NDRG1,2.5833e-08,1.2801
SIGLEC5,4.8140e-10,-3.0104
NLRP1,1.1568e-07,-0.9188
POLB,5.3500e-10,0.8823
COL4A6,1.6497e-07,1.7566
PLA2G4D,4.6473e-05,0.7977
IFNE,6.3303e-06,5.5299
SLIT1,6.1841e-03,-4.6833
RASSF4,1.5073e-05,-0.7898
BTN3A2,6.3219e-13,-1.3118
HDAC2,3.0936e-14,1.0849
ZNF683,3.2703e-06,-1.6960
FAM114A2,2.2008e-11,-0.7899
CD99L2,3.0936e-14,-1.1238
LIPH,4.3060e-11,-2.4501
FOXK1,2.8969e-11,0.8182
GVQW1,2.6290e-05,-0.7461
ENPP7,2.7712e-07,-8.3480
ZMAT1,5.0878e-13,-2.1871
DUOXA1,1.0949e-09,-1.8697
GRHL1,3.0936e-14,2.3732
LPHN2,4.2014e-14,-1.8138
OXCT1,3.8969e-10,0.9658
SYDE1,2.5331e-10,-1.1327
NCBP2,3.0936e-14,1.1370
ARHGEF4,5.1452e-06,0.7769
SPATA17,2.2918e-02,-0.6594
TMEM9B,1.0475e-08,-0.7319
HAT1,1.0746e-11,0.6558
IER5L,3.1479e-10,1.2034
KDM5B,3.1763e-13,1.1738
PPP1R26,1.5176e-06,-0.7975
ANPEP,7.9695e-12,-1.8929
CRK,5.7021e-14,-0.6091
RP11-176H8.1,5.0266e-04,-0.6381
PRUNE2,2.0708e-12,-2.0694
HORMAD1,1.2654e-05,1.1080
C2orf91,3.0936e-14,-8.4055
CGREF1,1.9102e-11,2.9814
CFI,1.9452e-13,-2.0635
FLVCR2,1.9452e-13,-2.4907
ATP6V0A1,3.1763e-13,-0.8820
PRKAR1A,3.0936e-14,-0.9033
NAA40,4.3060e-11,0.8235
THTPA,2.1767e-09,-0.5875
PLCH1,8.3894e-14,-2.1378
FAM72C,3.1763e-13,3.4990
VSTM2L,6.4294e-06,-2.1326
UTY,1.1921e-02,-1.4754
CRBN,3.0936e-14,-1.1609
FRYL,1.0540e-08,-0.6576
RNF7,9.6989e-09,0.7665
SPATA9,2.3486e-02,-1.0397
LOXHD1,3.0936e-14,-4.5392
ZC2HC1C,4.0519e-13,-1.6264
LGR6,2.3359e-03,-1.0702
STAT5A,3.4996e-10,-1.2397
TP53TG3,1.6706e-06,7.4801
KMO,8.3894e-14,-2.6764
SF3B14,3.2341e-09,0.8171
AP000295.9,5.6521e-06,-5.7338
LRP12,1.0949e-09,1.1207
PPP1R32,1.0746e-11,-2.4088
GIPR,5.7053e-05,-1.1337
SWI5,5.9463e-10,0.5987
PQLC3,2.3841e-08,-0.7414
C12orf56,1.9452e-13,11.2669
PPP2R2C,8.3894e-14,5.5703
GCFC2,2.8969e-11,0.6048
C19orf77,8.9044e-06,2.9585
KRT19,2.3930e-09,1.4613
PP13439,6.2672e-11,4.6582
MAP3K3,3.0936e-14,-1.5238
SLC5A6,4.2014e-14,1.5569
HILPDA,5.9269e-07,1.3363
SLC12A8,5.5493e-11,1.3843
ZMIZ1,2.5950e-06,-0.7119
CD200R1,1.1873e-06,-1.3531
COL6A6,6.3219e-13,-4.1914
ARHGEF2,3.4996e-10,-1.1781
H1FX,1.3368e-09,0.6456
SAAL1,1.7262e-12,0.9284
CAB39L,1.6303e-10,-1.9180
TMEM243,3.0936e-14,-2.0031
ZNF442,1.1014e-13,-1.6269
HK3,3.4353e-09,-2.6508
C10orf95,5.3388e-09,-2.8518
SLC22A14,3.3679e-02,1.9904
SCRIB,4.8002e-09,1.0559
ZNF536,2.1507e-04,-10.5765
ABI3,1.2441e-11,-1.6534
USP46,1.4321e-07,0.7321
DRAM1,3.0936e-14,-2.7106
AGTR2,5.0878e-13,-15.5094
NRG3,1.0540e-08,-5.2479
TFB2M,1.1720e-12,1.0362
FAM173B,1.6300e-09,0.7159
VSIG10,2.3348e-07,-1.0476
TMEM106A,6.9788e-08,-1.0590
FAM134B,1.8252e-10,-2.0397
PRKCE,4.2014e-14,-2.4403
CRKL,1.8252e-10,0.7599
KREMEN1,5.8059e-12,1.5154
RCC1,3.0936e-14,1.4959
INMT,3.0936e-14,-5.7832
FGFR3,1.5974e-04,0.6737
FAM174B,4.2014e-14,-2.0724
TNXB,3.0936e-14,-5.0786
TEKT2,4.5702e-07,-3.6044
DPY30,2.6654e-08,0.6886
GLYCTK,3.6228e-09,-0.9834
ARHGAP44,4.2014e-14,-3.4190
RILPL2,3.0936e-14,-1.5567
ZDHHC2,2.7115e-03,-0.8640
PDGFRA,1.3281e-02,-0.6214
TMEM245,4.6938e-07,-0.7219
MME,2.1453e-03,-1.7376
STK32C,2.6496e-04,-0.5959
APOD,1.1437e-03,-1.7699
DNAJC1,8.9737e-10,-0.7375
CCL14,8.3894e-14,-4.4825
MARC2,3.0936e-14,-2.0952
RPL35A,8.6976e-08,0.7814
ALS2CL,7.9695e-12,-1.6676
SYNDIG1,4.2914e-06,1.7234
ZDHHC7,5.3500e-10,-0.7294
B4GALT6,1.3793e-05,0.8143
SH3GL1,3.6228e-09,0.7826
BX255923.1,4.0582e-04,-5.0619
FHAD1,9.3775e-06,-1.6667
GYPC,3.2341e-09,-2.5940
HCN2,3.8067e-08,1.3689
EFHD1,2.4529e-03,-1.4914
DHX37,9.9348e-10,0.6723
APLN,1.8252e-10,-2.5188
ST20-MTHFS,1.7662e-03,3.6999
APOA1,3.3086e-11,-4.0772
GPR141,2.8673e-05,-1.7320
PCDH12,3.0936e-14,-2.7651
GINS1,3.2341e-09,3.9090
HOXB5,5.1452e-06,-1.1591
ITGB8,2.4798e-12,2.0233
RFXAP,9.4137e-05,-0.6312
GABARAPL1,3.0277e-08,-0.9770
KRT5,4.0519e-13,6.5233
ANKRD53,1.0646e-03,-1.0218
RP11-126K1.2,1.6303e-10,1.1263
LPPR4,1.4779e-09,-1.7706
LONRF2,7.5104e-05,-4.0117
BHLHE41,2.9961e-04,-1.1713
MEIOB,8.4513e-03,2.2177
GTPBP10,1.1014e-13,0.7557
ZNF8,2.9805e-04,1.2678
PRRT2,6.5476e-05,-1.0293
ASPHD1,1.9463e-05,0.9294
SLC43A1,3.8969e-10,-1.1726
METTL5,4.1828e-12,0.7349
SPAG6,1.8762e-08,-5.8200
ST8SIA1,1.4801e-02,-0.7978
CEBPG,5.1990e-07,0.6214
DHDH,2.2654e-05,-0.9821
THEG,7.1039e-07,7.9343
VANGL1,1.1043e-08,1.1009
GRIK3,2.7215e-02,-3.0901
ELMSAN1,2.6296e-09,-0.7392
ESYT3,3.0936e-14,-3.3167
RNF125,5.7021e-14,-1.8701
PLCG2,2.8252e-10,-1.0108
FSIP2,3.5307e-05,1.0732
EIF4E3,3.0936e-14,-1.8615
SNAPC1,2.4465e-06,0.6630
GSE1,9.2644e-07,-0.9593
PLEKHH2,3.0936e-14,-2.8263
RASEF,2.3348e-07,-1.4641
LAPTM4B,4.3060e-11,1.0658
FREM1,5.9463e-10,-2.3420
RAB10,4.2014e-14,1.1169
MEIG1,3.9640e-04,-2.4581
MMP14,2.0708e-12,1.3971
DYDC2,9.3517e-08,-5.1414
AC090186.1,9.2357e-12,-0.9743
IFLTD1,2.8207e-06,-11.4170
TIGD4,3.3981e-03,-1.5934
C12orf45,1.5225e-06,0.6991
CMTM8,2.4798e-12,-1.3299
TMEM183A,5.8059e-12,0.6696
MCOLN1,7.9264e-09,-1.1529
ZSCAN4,8.4969e-03,-5.5275
SLC46A3,3.1763e-13,-1.6361
ANO3,2.0491e-06,-3.9542
GRIA2,3.0534e-04,3.8594
ME3,1.7293e-08,-1.4925
HOXA5,9.5775e-13,-2.0712
MS4A7,4.0519e-13,-3.2393
GAN,9.2357e-12,1.1385
TFEB,2.2008e-11,-1.0211
VEPH1,3.0936e-14,-4.6750
IFT88,1.7236e-08,-1.0620
P4HA1,1.7965e-09,0.8011
DIXDC1,2.9482e-12,-1.5765
IRF1,8.9243e-09,-1.4992
RPS6KA1,3.0936e-14,-1.1539
NACAD,9.8392e-05,-1.0181
ADAM33,1.6303e-10,-2.2316
RGS17,4.8945e-09,1.5984
MCAM,9.8641e-07,-1.1225
CMAS,1.1014e-13,1.0246
STAMBP,5.5493e-11,0.6165
GPR78,2.5279e-02,1.9961
PEA15,9.9348e-10,-0.6938
SLAIN1,5.7021e-14,-2.5354
PTPN1,4.0519e-13,-0.8450
SRRM5,5.3388e-09,1.0710
ZNF439,2.2006e-08,-1.0858
TFPI,1.1014e-13,-2.5780
CHTF18,4.2014e-14,1.9591
PAXIP1-AS2,3.0936e-14,-1.5122
CXCL3,7.1148e-11,-3.0468
CREG2,1.4524e-10,2.8956
RAB44,2.5219e-13,-2.7994
CHDH,7.5325e-09,-1.9091
PGPEP1,1.1720e-12,-1.1445
PCNXL2,2.3128e-07,0.7944
RAD54B,3.0936e-14,2.2450
BMP6,8.9243e-09,-1.9746
DCDC2B,6.9234e-09,-5.6108
TARS2,7.9695e-12,0.6847
ANGPTL1,3.0936e-14,-4.0952
TRIM67,6.4613e-05,8.6031
CD74,8.3894e-14,-2.3053
CCDC57,1.2241e-05,-0.5980
ZPLD1,5.7232e-07,8.0676
RASD2,1.7485e-03,0.6475
CAV1,7.9695e-12,-3.5238
ZNF330,3.3037e-08,-0.7170
IQGAP3,4.2014e-14,3.7288
TRIM59,5.7021e-14,2.0637
C1QTNF4,1.5307e-04,-1.8451
FBXL2,8.0971e-10,-1.1022
HPS5,1.0198e-10,-1.0137
MYOZ1,3.0936e-14,-4.2674
WDHD1,4.2014e-14,2.4774
NR5A1,1.0690e-03,6.3415
DHRS13,6.3487e-09,1.3284
PDK2,3.2796e-07,-0.6562
SLC15A1,1.9452e-13,3.7015
SLC25A39,3.0936e-14,1.1310
GPR160,5.0266e-04,-0.8495
HMGXB4,2.0708e-12,0.7714
SERTAD4,1.1013e-05,0.6399
SH2D1A,1.2164e-04,-1.3774
BATF,1.1257e-04,-0.9569
SOX5,2.1783e-07,-1.6369
RP11-500M8.7,2.1453e-03,-1.5101
DENND1A,2.5833e-08,0.6514
IRX2,8.0971e-10,-2.1429
LSMEM2,9.2644e-07,-7.8864
HTR2A,4.8364e-02,-1.1693
MELK,4.2014e-14,4.5034
UBALD2,4.7908e-08,0.6227
GOLGA8M,1.0540e-08,-5.0453
HS3ST2,1.7708e-07,-2.0240
IFITM3,1.5375e-07,-0.8254
GGT6,8.6083e-05,-1.2883
UBE2K,3.0936e-14,0.8407
CCDC17,4.4254e-08,-2.9736
SALL2,3.7404e-03,-0.6700
SMIM6,2.5331e-10,-6.9945
ATXN7L3,6.3219e-13,0.6293
MARCH10,5.7338e-07,-2.3843
SAMD11,1.6690e-05,-1.6028
CDC42BPA,1.2100e-09,-0.7702
KIAA1462,3.0936e-14,-2.9516
C17orf104,5.9741e-05,0.8827
PDE1A,5.2041e-07,-1.3411
TTI1,2.1419e-08,0.7264
PLA2G10,5.0878e-13,-2.9110
MBIP,3.0936e-14,-2.0405
ARHGAP29,8.3894e-14,-2.7155
FAM171A2,9.9348e-10,1.7023
KCNK17,1.0746e-11,-2.9755
OPA1,4.2014e-14,1.6619
TLR2,1.1720e-12,-1.5797
LINGO3,1.1873e-06,-1.8671
TMEM177,5.0878e-13,1.5132
AKR7A3,5.1411e-08,1.1051
NKG7,9.9348e-10,-2.2847
ZNF771,8.9243e-09,0.7911
FTCD,3.2672e-08,2.3628
OPN3,8.9044e-06,-0.7643
SIGLEC14,6.1245e-09,-2.1945
TPSG1,1.6303e-10,-8.9486
SERPINA9,1.5819e-05,-5.9161
C6ORF165,5.5547e-08,-4.3442
NSUN7,4.0489e-02,-0.8025
S100A13,3.4156e-06,-0.6112
ANKRD6,5.7053e-05,-0.6339
RNF148,3.3086e-11,-5.1330
TEKT3,2.5302e-11,-4.2646
RECK,1.4748e-13,-1.8252
CHN1,2.0483e-05,-0.8753
C20orf202,3.0936e-14,-3.2309
HPX,2.9083e-03,-1.3199
THEMIS,3.3981e-03,-1.2988
ADAMTS17,5.7053e-05,0.6542
UBE2F-SCLY,9.7848e-03,2.6934
HMCN2,4.8945e-09,-2.7157
DHCR24,5.0878e-13,-1.4959
ZNF132,2.0313e-08,-1.0187
MSX1,9.5473e-04,-0.8342
CLEC4C,5.7053e-05,-3.9601
ZNF850,1.5532e-04,0.7017
DUS1L,1.8252e-10,0.6537
CDK5R2,8.0370e-11,13.6453
ANKRD61,1.5307e-04,0.6484
FAM161A,2.7522e-06,0.8843
HIF3A,8.9243e-09,-3.6448
NMUR1,4.2014e-14,-4.8573
KCTD10,9.5775e-13,-0.7487
NAA25,4.9436e-12,0.8192
ZCCHC5,9.7997e-05,-4.7999
CHRM2,3.7669e-09,-13.0396
ADSS,1.7262e-12,0.6490
ZDHHC14,3.3086e-11,-1.1760
COQ3,3.5104e-12,1.3918
SDC4,1.6303e-10,-1.4841
PRR14L,2.5331e-10,0.6677
CIDEC,1.7414e-03,-7.0075
OSCP1,5.3388e-09,-1.6019
C11orf89,4.3296e-03,-1.2245
DNAJB4,1.3368e-09,-0.9770
WIPF1,5.3388e-09,-1.0863
MBNL1,5.7021e-14,-0.6862
EHHADH,4.8140e-10,0.9340
IER5,6.1025e-04,-0.7488
CCND1,2.1507e-04,-0.8413
SKI,1.0198e-10,-0.9236
TTYH2,7.3653e-04,-0.7104
GALNT12,2.8252e-10,-1.2805
ZNF286B,1.0765e-07,0.9940
ZNF578,5.1180e-03,-0.7906
STK38L,1.9850e-07,0.9143
TSSK3,4.5277e-02,-0.5922
ISG20L2,9.5775e-13,0.7462
KCNIP1,8.0370e-11,-5.6983
KIAA0408,3.0936e-14,-4.9061
EGR2,1.9804e-09,-1.7936
ULK1,2.1767e-09,0.6622
SPOCD1,2.9961e-04,-1.1438
VSNL1,6.3219e-13,2.8458
STARD8,3.0936e-14,-3.0811
FRMD4B,2.0335e-10,-1.3209
IL34,2.3075e-06,-1.2815
CGGBP1,1.6300e-09,-0.6106
DNAH10OS,4.8775e-07,-1.3362
MGAT3,1.0949e-09,-3.0471
LCP1,1.4748e-13,-1.8149
POLR3G,3.6228e-09,1.3263
METAP1,1.9452e-13,1.0172
TRMT2A,6.6050e-10,0.6810
VDAC2,1.8252e-10,0.6773
EZH2,3.0936e-14,2.8439
ATG16L2,4.8140e-10,-1.1173
HVCN1,1.0540e-08,-1.5274
FZD9,4.7753e-08,1.6538
DUS4L,2.5219e-13,1.0545
NMU,4.9436e-12,6.0592
MYL4,9.3664e-09,-2.9993
ALDH1B1,3.3634e-05,0.5979
CKS2,7.9695e-12,1.6808
C16orf96,2.2006e-08,-4.7868
ERVV-1,1.9351e-03,2.3245
GABRA3,8.3894e-14,15.0315
STON2,9.2357e-12,1.5449
CTB-133G6.1,3.0936e-14,-6.3095
NTRK1,2.0635e-04,-1.0592
CCDC141,2.5302e-11,-6.5878
LBH,1.8252e-10,-1.3804
FYB,3.6219e-03,-0.9392
NMBR,1.0416e-04,-9.8978
LIN7A,1.1873e-06,-2.3193
DRAXIN,8.2371e-04,0.8836
WISP2,1.1014e-13,-3.7674
FAM107B,1.9452e-13,-1.7919
S100A16,7.3266e-10,1.2540
REPS1,5.5493e-11,0.6582
TMPRSS4,3.1763e-13,4.8416
PYROXD2,1.4524e-10,-1.4315
DMRTC1B,1.2100e-09,-3.6069
DNAH8,2.7522e-06,-10.5632
MTHFD2,1.2441e-11,1.6449
PYGM,4.2014e-14,-2.4158
CTAGE8,3.5279e-02,0.9324
FES,3.0936e-14,-1.5744
CDH3,2.5219e-13,3.2921
SGK2,1.6036e-02,-1.6696
PTGER1,2.8611e-07,-2.8322
SLC18A1,1.1447e-02,-10.1377
GAB1,1.4321e-07,-1.1493
FZD10,6.5476e-05,1.5315
KIR3DL1,4.2014e-14,-11.3390
RAB26,1.4779e-09,1.6957
ST3GAL2,9.6989e-09,-1.0068
UBE2T,3.0936e-14,3.4520
C16orf71,3.2703e-06,-1.7800
SLAMF1,7.2999e-04,-1.2331
NEURL,1.8732e-03,0.9080
AL356356.1,7.7515e-04,2.0010
LRRC46,3.2672e-08,-2.6097
PDRG1,1.4314e-12,0.7883
AQP7,3.0936e-14,-6.8994
SLC4A3,2.5302e-11,1.8336
EHMT2,7.6997e-07,0.6150
C18orf32,9.2357e-12,-0.6889
PTPRF,5.0878e-13,1.1099
AC114546.1,9.2357e-12,0.7465
FAM198A,3.4583e-06,-1.4700
B3GALT5,1.0605e-04,0.6575
KLHL42,1.3325e-07,0.6276
DUSP13,8.0370e-11,8.6947
DPPA4,6.3317e-04,-4.4982
MDFIC,1.2426e-07,-0.8340
SYCE2,4.1060e-06,1.6574
PHLDB1,8.9243e-09,-0.9453
SMPX,2.1635e-02,1.6691
IL36RN,8.3894e-14,13.2359
CSGALNACT2,6.3487e-09,-0.7353
KIF21A,7.1754e-05,0.7396
AL118506.1,9.9046e-04,-2.1547
SLC2A1,3.0936e-14,5.0524
MUC12,8.8633e-04,-1.3391
ZNF80,8.3378e-03,-2.7016
ZBTB12,8.6590e-08,1.0695
AC027307.3,7.5736e-06,-1.3538
SLC1A2,1.1873e-06,-1.6258
C5orf46,1.4524e-10,7.8163
ZBTB18,1.1257e-04,-0.8679
PPP2R5B,3.1479e-10,-0.7890
TXN,3.1721e-09,1.0219
CNTN5,1.3407e-04,0.9619
TIMP4,1.1030e-03,-1.3022
RBM5,5.0878e-13,-0.7818
GNLY,1.6303e-10,-2.0649
WDR72,9.5775e-13,4.0786
HTR3A,4.8775e-07,4.5234
RAPGEF3,3.0936e-14,-2.3156
TMEM27,7.8623e-05,-1.1313
CLNK,9.0022e-05,-0.9105
AC005003.1,1.0540e-08,1.1244
C1orf228,3.0936e-14,-2.3326
SRPX2,7.3266e-10,1.1972
EMP1,1.8161e-04,-0.8749
LACC1,6.1895e-06,-0.6078
RBBP7,7.2756e-08,0.5857
RBKS,2.8923e-09,-1.1733
ACPL2,6.2672e-11,1.1155
BATF3,4.0439e-07,-1.4082
DIRC3,6.7434e-07,1.1330
TLR7,4.3060e-11,-2.2589
CAPN14,1.2955e-10,1.8300
ALOX5,8.3894e-14,-3.0790
LYSMD3,3.0936e-14,-1.3494
TEX12,2.0582e-03,-6.1200
CYP17A1,8.0370e-11,-6.1151
SUB1,8.9737e-10,0.8454
ZNF507,1.5961e-08,0.6081
THRB,5.2041e-07,-1.0951
AL139147.1,2.8778e-04,4.0474
RNF2,1.4748e-13,0.8398
TMEM132A,8.3894e-14,2.7547
RARG,2.0708e-12,1.2155
FKBP10,4.4682e-07,1.3260
RAET1G,2.4510e-03,0.8674
SPATA13,4.3060e-11,-1.8352
VCAN,9.8969e-06,0.7464
LAGE3,1.4416e-11,0.9336
TRPS1,6.3487e-09,0.9578
TMEM158,1.4748e-13,2.8610
KERA,1.7792e-02,-4.4499
PDIA2,3.1220e-04,3.1055
CDKN2A,3.4468e-09,2.9201
CASQ2,4.2014e-14,-4.4836
CPEB3,3.0936e-14,-1.4063
KIF5A,1.6780e-06,1.7533
RMDN2,4.2014e-14,-1.9196
C1orf168,9.5775e-13,-5.9525
HRCT1,2.5302e-11,-3.9377
NKTR,2.2006e-08,-0.7829
RASA4B,9.5775e-13,-1.4580
OSCAR,4.2014e-14,-3.1766
PEBP4,3.0936e-14,-6.8278
FZD5,1.2955e-10,-1.8343
STAT4,5.9269e-07,-1.3067
TULP1,4.9225e-06,2.0581
SEC61G,5.9463e-10,0.8541
DCAF13,1.4748e-13,1.3467
SNRPD3,6.7035e-09,0.7765
PHF17,9.2357e-12,-1.5319
SNAP23,1.4748e-13,-0.7673
SEC31B,4.3466e-06,-0.9423
EXD1,5.6492e-04,-1.8396
TEX29,3.1382e-02,1.4994
GBP1,1.1013e-05,-1.0469
RALGPS1,3.0930e-06,-0.8630
AP000974.1,6.2586e-05,1.2143
FOXD1,6.8266e-12,10.8706
TMEM100,3.0936e-14,-6.6484
RP11-190A12.7,2.9129e-02,-2.7363
AF131215.5,3.3240e-04,-4.7305
VSTM5,1.9326e-06,1.5676
NEK7,3.1763e-13,-1.2961
AREG,7.3266e-10,-1.9671
DUSP27,4.8865e-11,-14.5814
TPD52L1,1.0746e-11,1.6292
SH2D2A,1.9773e-04,0.7243
MARCKS,2.0335e-10,0.8452
IARS2,5.0878e-13,0.6798
SESN3,2.1767e-09,1.1078
VSTM1,3.4468e-09,-5.6222
EDIL3,3.0277e-08,-1.3553
CEND1,3.3808e-04,1.6119
CDKN1C,1.8198e-06,-1.4897
MMP8,1.2575e-03,1.8639
LGI2,5.7825e-03,0.9237
GIPC3,3.0936e-14,-2.0870
FAM69C,4.1823e-08,9.4239
MYO3B,4.4935e-09,1.8084
TOM1,3.4975e-08,-0.6264
TMEM2,5.5493e-11,-1.5015
ATP5G1,3.5104e-12,0.8156
CPA6,3.3679e-02,-1.8661
APOBR,5.7021e-14,-2.6164
GTPBP3,6.8266e-12,0.8501
SLC23A3,2.2953e-03,0.6417
CLUL1,1.5073e-05,-2.4861
SKAP2,1.9102e-11,-0.9332
NPIPB15,8.4969e-03,0.8893
MAL,2.5219e-13,-2.6902
TMPRSS11A,7.7907e-09,12.3861
PCMTD1,1.6965e-07,-0.7027
FBXO43,4.9436e-12,3.3977
MRPS35,2.8252e-10,0.7378
TMC7,2.6764e-07,-0.9648
BCL2A1,1.7708e-07,-1.8867
FCER1A,3.0936e-14,-3.3625
MLYCD,1.6303e-10,-0.6906
ARHGAP20,4.0519e-13,-2.4284
EPHX1,1.0949e-09,-1.3697
TEX15,4.9342e-03,2.7837
PPARG,2.4798e-12,-2.5796
DUSP18,7.5027e-08,-0.7561
CLEC2B,4.1274e-04,-1.0255
NOV,7.5685e-03,-0.9768
GNA11,6.9234e-09,-0.6431
WISP3,1.9388e-03,1.6880
TXLNB,6.8526e-05,-1.0701
UGGT1,3.4996e-10,0.7974
CST2,1.1762e-02,1.5863
CLEC10A,4.5242e-09,-2.5346
UGT2B4,3.4353e-09,-8.8292
ABCA9,3.0936e-14,-2.9150
TLCD2,5.8059e-12,-1.3712
CDC25B,1.3793e-05,0.6490
ARHGEF10L,4.0130e-07,-0.7732
LRRC31,2.0335e-10,-10.7563
ZNF429,1.4314e-12,-1.3338
PTPRG,3.1763e-13,-1.3976
LCP2,2.0708e-12,-1.6606
EPM2AIP1,6.9234e-09,-0.6572
TAL1,3.0936e-14,-3.7361
C2CD4B,5.9269e-07,-2.3215
C1orf194,2.2702e-10,-9.9466
ADRBK2,7.1712e-06,-0.8668
CASP4,4.4254e-08,-0.7146
JPH2,1.7965e-09,-2.1131
PDCD6,3.5104e-12,0.9003
IL12B,8.5450e-04,-3.0333
CLK4,1.2955e-10,-0.9349
METTL8,4.2014e-14,1.4757
GRAMD2,2.0335e-10,-3.0433
ZNF433,1.1605e-05,-0.5934
MDH1B,1.1764e-04,-1.2251
ILF2,3.0936e-14,1.0035
LYVE1,3.0936e-14,-4.1660
GPM6B,7.5027e-08,-1.5954
TFAP2B,1.3250e-02,4.2551
PGPEP1L,4.0116e-03,-4.6994
ARHGAP4,3.3981e-03,-0.7332
SYNE3,7.1148e-11,-1.6571
ENTPD2,4.8945e-09,1.7511
PFDN4,3.0936e-14,0.8688
PCDH17,1.4314e-12,-2.0789
ZSWIM7,2.0335e-10,-0.9091
SECTM1,8.3894e-14,-1.7402
BICD2,2.8611e-07,0.7618
SYTL3,9.5775e-13,-1.5287
CCDC114,2.1762e-06,-2.1561
FCAMR,1.8731e-02,-4.0199
GTF2IRD2B,4.3299e-10,-0.7505
CCDC85B,3.3634e-05,-0.6046
MS4A6A,1.9804e-09,-1.4917
OMG,6.2672e-11,-4.5837
LINGO2,5.1068e-03,-2.0042
SLC26A2,1.3325e-07,-1.0988
LIG3,9.0527e-11,0.9403
BCMO1,1.0277e-03,-0.9240
PTH1R,2.2702e-10,-3.0148
FBXL7,4.1274e-04,-1.1491
GRN,6.6050e-10,-0.9207
MOCS1,9.2357e-12,-1.8080
RAP1GAP,3.8969e-10,-1.6899
AAED1,3.0936e-14,-1.3257
CDC7,2.0708e-12,1.4726
HEPH,5.1452e-06,-1.0857
GTF3C5,8.0971e-10,0.5953
FARSA,1.6672e-11,0.6743
MRPS24,3.1721e-09,0.6893
PPP3CC,6.3219e-13,-1.0789
ZFP42,5.4453e-05,-10.0989
MDH2,2.5219e-13,0.7916
ADCY9,3.0936e-14,-1.7282
DNAJB12,3.1763e-13,-0.6576
TREX1,4.8945e-09,-0.6639
GZMK,4.7329e-02,-1.1688
S100A2,8.3894e-14,5.4859
VPREB3,1.2579e-02,1.5637
TMC4,1.0277e-03,-0.6116
RSPH1,3.5280e-08,-3.4919
ZNF852,1.2464e-08,-0.8450
CENPA,3.0936e-14,4.6890
TP53TG3D,6.8145e-04,1.1475
PALM3,1.4701e-08,-2.8490
CTD-3105H18.14,9.0527e-11,-2.7414
F2RL2,1.4013e-04,1.4948
HEG1,9.2357e-12,-1.9490
CARD8,3.0936e-14,-1.2468
COL8A1,1.5073e-05,-1.1996
AGMAT,1.2955e-10,2.4482
CEP112,8.3894e-14,-1.6906
PEBP1,4.0519e-13,-0.7913
LRRC18,5.0878e-13,-7.0119
PRR15L,1.7262e-12,-3.0224
SYNC,4.5702e-07,-1.1289
LEMD1,3.8794e-06,1.7289
PADI2,4.3261e-02,-0.7148
MPP2,8.9044e-06,0.8087
SOSTDC1,9.2644e-07,-3.8307
SLC24A4,4.2014e-14,-3.1917
ARRDC2,1.9102e-11,-1.5384
PPM1E,8.4969e-03,-4.3904
PARD3B,2.5331e-10,-2.1552
KLRC3,1.8490e-05,-6.1140
SLCO2B1,3.6228e-09,-2.6148
MRPL4,6.2672e-11,0.7130
SPINK2,1.8731e-02,1.3212
TRIM29,5.7021e-14,4.0290
NHSL1,4.9470e-05,-0.6200
SMAP2,6.3225e-07,-0.9537
KLF17,1.6672e-11,-6.3704
CORT,9.9354e-04,2.3377
LRRC1,2.2702e-10,0.8482
ADH1B,3.0936e-14,-6.9971
FRMD3,3.0936e-14,-3.0129
LAMP3,3.0936e-14,-3.4714
SNRPA,2.4798e-12,0.7658
CXorf21,1.4748e-13,-1.9760
KIAA1549,1.4173e-03,0.6074
JUNB,2.0332e-07,-1.2360
EXOSC2,7.9695e-12,0.8732
NISCH,1.4314e-12,-0.9843
SLC13A5,8.9243e-09,3.0510
SENP1,1.9102e-11,0.6907
LGI3,3.0936e-14,-7.3212
NPHP1,2.4994e-07,-0.8830
SLC22A13,2.7646e-02,4.4387
CAPN1,4.3060e-11,0.6286
CRELD1,6.8266e-12,-1.1696
ENPP4,3.0936e-14,-2.6826
PPIF,2.4798e-12,1.4379
WIF1,1.6672e-11,-7.0615
LRRC8D,2.8969e-11,1.1196
LGMN,3.5280e-08,-0.7839
KCNMB1,4.5008e-05,-1.2593
BOK,6.6050e-10,-1.3195
PROX2,9.0022e-05,-0.8076
TCEAL7,4.7753e-08,-1.7474
MYOC,2.5219e-13,-14.8741
SETD8,2.5302e-11,0.7831
SAMD10,5.7578e-06,0.6267
GJA3,2.9482e-12,8.3489
GNGT2,4.2014e-14,-2.2242
PDE6C,1.8354e-02,-2.5797
MRPL12,5.0878e-13,1.2107
TMEFF1,3.2900e-02,4.7261
DTYMK,3.0936e-14,1.3513
KIAA1324L,1.4748e-13,-2.0528
CDCA7,3.0936e-14,3.4149
NRARP,9.9348e-10,1.6666
WFS1,8.3894e-14,-2.2637
CCDC28A,2.0708e-12,-0.8856
DMRTA1,6.5476e-05,-2.4887
